Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
BTG,B2Gold Corp,4.5,4659703637.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/btg
BTI,British American Tobacco p.l.c.,36.72,84231822968.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bti
BTN,"Ballantyne Strong, Inc",1.47,21537341.91,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/btn
BTO,John Hancock Financial Opportunities Fund,19.18,358503430.3,,1994.0,,,https://old.nasdaq.com/symbol/bto
BTT,BlackRock Municipal Target Term Trust Inc. (The),22.91,1615282632.0,,2012.0,,,https://old.nasdaq.com/symbol/btt
BTU,Peabody Energy Corporation,3.48,337979656.7,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/btu
BTZ,BlackRock Credit Allocation Income Trust,13.18,1368948002.0,,2006.0,,,https://old.nasdaq.com/symbol/btz
BUD,Anheuser-Busch Inbev SA,44.59,87368715228.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud
BUG,Global X Cybersecurity ETF,16.5311,5784612.105,,,,,https://old.nasdaq.com/symbol/bug
BUI,"BlackRock Utility, Infrastructure & Power Opportun",17.76,314733733.4,,2011.0,,,https://old.nasdaq.com/symbol/bui
BURL,"Burlington Stores, Inc.",177.16,11648056168.0,,2013.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl
BUSE,First Busey Corporation,16.48,896297298.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/buse
BV,"BrightView Holdings, Inc.",10.17,1066276976.0,,2018.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv
BVN,Buenaventura Mining Company Inc.,7.39,1876962947.0,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bvn
BVSN,"BroadVision, Inc.",4.17,21443528.61,,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bvsn
BVXV,BiondVax Pharmaceuticals Ltd.,9.4608,95101957.83,10052211.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,2.6,0.0,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bvxvw
BW,Babcock,0.9826,45599636.11,,2015.0,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BWA,BorgWarner Inc.,25.52,5275088326.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/bwa
BWAY,Brainsway Ltd.,7.65,19809682.65,2589501.0,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bway
BWB,"Bridgewater Bancshares, Inc.",9.0,260507916.0,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/bwb
BWEN,"Broadwind Energy, Inc.",1.36,22517510.48,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/bwen
BWFG,"Bankwell Financial Group, Inc.",16.31,128382843.9,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/bwfg
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,11.18,234665908.1,,2012.0,,,https://old.nasdaq.com/symbol/bwg
BWL.A,"Bowl America, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/bwl.a
BWMX,"Betterware de Mexico, S.A.P.I de C.V.",9.5,338755978.0,,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bwmx
BWXT,"BWX Technologies, Inc.",51.79,4931888106.0,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bwxt
BX,The Blackstone Group Inc.,48.18,57662129847.0,,2007.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx
BXC,BlueLinx Holdings Inc.,4.53,42430883.73,,2004.0,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc
BXG,Bluegreen Vacations Corporation,5.42,403045796.1,,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/bxg
BXMT,"Capital Trust, Inc.",20.77,2811335168.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt
BXMX,Nuveen S&P 500 Buy-Write Income Fund,10.7,1113729156.0,,,,,https://old.nasdaq.com/symbol/bxmx
BXP,"Boston Properties, Inc.",91.44,14201455326.0,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",24.5,0.0,,,,,https://old.nasdaq.com/symbol/bxp^b
BXRX,"Baudax Bio, Inc.",2.39,41992271.32,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/bxrx
BXS,BancorpSouth Bank,20.56,2148242461.0,,,,,https://old.nasdaq.com/symbol/bxs
BXS^A,BancorpSouth Bank,22.84,0.0,,,,,https://old.nasdaq.com/symbol/bxs^a
BY,"Byline Bancorp, Inc.",10.26,394430351.0,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/by
BYD,Boyd Gaming Corporation,14.4,1607147568.0,,1993.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/byd
BYFC,Broadway Financial Corporation,1.3319,37345100.15,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/byfc
BYM,Blackrock Municipal Income Quality Trust,13.35,352523744.6,,2002.0,,,https://old.nasdaq.com/symbol/bym
BYND,"Beyond Meat, Inc.",79.12,4893456722.0,,2019.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bynd
BYSI,"BeyondSpring, Inc.",12.72,330264496.8,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bysi
BZH,"Beazer Homes USA, Inc.",5.19,162886894.0,,1994.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
BZM,BlackRock Maryland Municipal Bond Trust,13.6,28309868.8,,2002.0,,,https://old.nasdaq.com/symbol/bzm
BZUN,Baozun Inc.,29.86,1420020757.0,47555953.0,2015.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bzun
C,Citigroup Inc.,44.01,91620018000.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c
C^J,Citigroup Inc.,26.85,0.0,,,,,https://old.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,26.85,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,27.23,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,25.68,0.0,,,,,https://old.nasdaq.com/symbol/c^s
CAAP,Corporacion America Airports SA,2.08,332846305.0,,2018.0,Transportation,Aerospace,https://old.nasdaq.com/symbol/caap
CAAS,"China Automotive Systems, Inc.",1.86,58409881.32,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/caas
CABA,"Cabaletta Bio, Inc.",6.65,159826246.3,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/caba
CABO,"Cable One, Inc.",1783.24,10209282604.0,,2015.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cabo
CAC,Camden National Corporation,27.71,419763300.1,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cac
CACC,Credit Acceptance Corporation,294.71,5349308323.0,,1992.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cacc
CACG,ClearBridge All Cap Growth ETF,31.9557,150191790.0,,,,,https://old.nasdaq.com/symbol/cacg
CACI,"CACI International, Inc.",238.58,5981610242.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/caci
CADE,Cadence Bancorporation,5.26,673886409.6,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cade
CAE,CAE Inc,15.15,4024137349.0,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae
CAF,Morgan Stanley China A Share Fund Inc.,18.34,401306068.1,,2006.0,,,https://old.nasdaq.com/symbol/caf
CAG,"ConAgra Brands, Inc.",33.88,16502145213.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag
CAH,"Cardinal Health, Inc.",50.74,14805096464.0,,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah
CAI,"CAI International, Inc.",13.73,239255602.4,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai
CAI^A,"CAI International, Inc.",17.63,0.0,,,,,https://old.nasdaq.com/symbol/cai^a
CAI^B,"CAI International, Inc.",16.35,0.0,,,,,https://old.nasdaq.com/symbol/cai^b
CAJ,"Canon, Inc.",20.65,21594617957.0,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/caj
CAKE,The Cheesecake Factory Incorporated,18.93,860583090.5,,1992.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake
CAL,"Caleres, Inc.",5.65,226177410.0,,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/cal
CALA,"Calithera Biosciences, Inc.",6.24,403648021.9,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cala
CALB,California BanCorp,13.5,109644948.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/calb
CALM,"Cal-Maine Foods, Inc.",40.95,1997285636.0,,1996.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/calm
CALX,"Calix, Inc",7.97,451368022.7,,2010.0,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/calx
CAMP,CalAmp Corp.,5.79,197779365.2,,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/camp
CAMT,Camtek Ltd.,9.49,366995619.3,,2000.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/camt
CAN,Canaan Inc.,4.17,41700000.0,10000000.0,2019.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/can
CANF,Can-Fite Biopharma Ltd,1.83,16054055.64,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/canf
CANG,Cango Inc.,5.15,779735471.9,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cang
CAPL,CrossAmerica Partners LP,9.28,343574497.9,,2012.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
CAPR,"Capricor Therapeutics, Inc.",1.69,15055375.14,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/capr
CAR,"Avis Budget Group, Inc.",13.51,939519810.0,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car
CARA,"Cara Therapeutics, Inc.",14.82,692467834.5,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cara
CARE,Carter Bank & Trust,7.58,199611181.8,,,,,https://old.nasdaq.com/symbol/care
CARG,"CarGurus, Inc.",18.495,2076952971.0,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/carg
CARO,Carolina Financial Corporation,28.75,713742238.8,,,Finance,Major Banks,https://old.nasdaq.com/symbol/caro
CARR,Carrier Global Corporation,14.45,12515996250.0,,2020.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/carr
CARS,Cars.com Inc.,4.06,271860015.7,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cars
CARV,"Carver Bancorp, Inc.",1.945,7195537.225,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/carv
CARZ,First Trust NASDAQ Global Auto Index Fund,26.545,14599803.09,,,,,https://old.nasdaq.com/symbol/carz
CASA,"Casa Systems, Inc.",4.42,374350808.3,,2017.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/casa
CASH,"Meta Financial Group, Inc.",17.75,645141446.8,,1993.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cash
CASI,"CASI Pharmaceuticals, Inc.",1.82,180223243.2,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/casi
CASS,"Cass Information Systems, Inc",35.31,512267911.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cass
CASY,"Caseys General Stores, Inc.",152.86,5624265569.0,,1983.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/casy
CAT,"Caterpillar, Inc.",114.6,63039467106.0,,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cat
CATB,"Catabasis Pharmaceuticals, Inc.",5.31,95033983.32,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/catb
CATC,Cambridge Bancorp,46.19,249990488.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/catc
CATH,Global X S&P 500 Catholic Values ETF,34.6985,303632798.2,,,,,https://old.nasdaq.com/symbol/cath
CATM,Cardtronics plc,19.01,845076376.1,,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/catm
CATO,Cato Corporation (The),10.28,243073581.2,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato
CATS,"Catasys, Inc.",29.55,494281786.2,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,23.45,1862405261.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/caty
CB,Chubb Limited,114.64,51744815827.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb
CBAN,"Colony Bankcorp, Inc.",10.26,97457513.58,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cban
CBAT,"CBAK Energy Technology, Inc.",0.428,22745244.66,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cbat
CBAY,CymaBay Therapeutics Inc.,1.68,115722531.1,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbay
CBB,Cincinnati Bell Inc,14.76,746328580.9,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,45.1,0.0,,,,,https://old.nasdaq.com/symbol/cbb^b
CBD,Companhia Brasileira de Distribuicao,12.24,3277491152.0,,2020.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd
CBFV,"CB Financial Services, Inc.",19.2,103559270.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbfv
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,7.97,145508385.6,,2017.0,,,https://old.nasdaq.com/symbol/cbh
CBIO,"Catalyst Biosciences, Inc. ",4.98,86574655.62,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbio
CBL,"CBL & Associates Properties, Inc.",0.206,39545200.15,,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",1.9,0.0,,,,,https://old.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",1.28,0.0,,,,,https://old.nasdaq.com/symbol/cbl^e
CBLI,"Cleveland BioLabs, Inc.",1.57,17903085.23,,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/cbli
CBMB,"CBM Bancorp, Inc.",11.68,45053357.44,,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cbmb
CBMG,"Cellular Biomedicine Group, Inc.",15.28,295748861.8,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbmg
CBNK,"Capital Bancorp, Inc.",10.51,145268936.2,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbnk
CBO,CBO (Listing Market - NYSE - Networks A/E),5.45,0.0,,,,,https://old.nasdaq.com/symbol/cbo
CBOE,"Cboe Global Markets, Inc.",102.96,11512858500.0,,2010.0,,,https://old.nasdaq.com/symbol/cboe
CBPO,"China Biologic Products Holdings, Inc.",108.5,4175142930.0,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbpo
CBRE,"CBRE Group, Inc.",41.96,14106723696.0,,,Finance,Real Estate,https://old.nasdaq.com/symbol/cbre
CBRL,"Cracker Barrel Old Country Store, Inc.",86.47,2066677013.0,,1981.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cbrl
CBSH,"Commerce Bancshares, Inc.",56.44,6326187006.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",25.35,2323084241.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbshp
CBT,Cabot Corporation,29.13,1651076661.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt
CBTX,"CBTX, Inc.",16.8,419259271.2,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbtx
CBU,"Community Bank System, Inc.",61.1,3175732622.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu
CBX,CBX (Listing Market NYSE Networks AE,1.4,0.0,,,,,https://old.nasdaq.com/symbol/cbx
CBZ,"CBIZ, Inc.",21.77,1184743515.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cbz
CC,Chemours Company (The),10.41,1708703479.0,,2015.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc
CCAC,CITIC Capital Acquisition Corp.,,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccac
CCAC.U,CITIC Capital Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/ccac.u
CCAC.WS,CITIC Capital Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/ccac.ws
CCAP,"Crescent Capital BDC, Inc.",9.96,280433062.8,,,,,https://old.nasdaq.com/symbol/ccap
CCB,Coastal Financial Corporation,12.31,146838764.0,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ccb
CCBG,Capital City Bank Group,18.05,303970501.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccbg
CCC,Clarivate Analytics Plc,23.74,8622638565.0,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc
CCCL,"China Ceramics Co., Ltd.",0.6194,4517960.585,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cccl
CCD,Calamos Dynamic Convertible & Income Fund,17.63,431354638.0,,,,,https://old.nasdaq.com/symbol/ccd
CCEP,Coca-Cola European Partners plc,40.61,18450065761.0,,2016.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep
CCF,Chase Corporation,83.0,784235460.0,,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ccf
CCH,Collier Creek Holdings,10.23,571601250.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/cch
CCH.U,Collier Creek Holdings,,0.0,,2018.0,,,https://old.nasdaq.com/symbol/cch.u
CCH.WS,Collier Creek Holdings,,0.0,,,,,https://old.nasdaq.com/symbol/cch.ws
CCI,Crown Castle International Corporation,162.42,67688448755.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1456.2,0.0,,,,,https://old.nasdaq.com/symbol/cci^a
CCJ,Cameco Corporation,9.71,3843195978.0,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ccj
CCK,"Crown Holdings, Inc.",61.28,8315504010.0,,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck
CCL,Carnival Corporation,12.22,9558844637.0,,1987.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl
CCLP,CSI Compressco LP,0.49,23161739.93,,2011.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/cclp
CCM,Concord Medical Services Holdings Limited,1.73,75071087.16,,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm
CCMP,Cabot Microelectronics Corporation,111.55,3260291260.0,,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ccmp
CCNE,CNB Financial Corporation,16.3,250973007.1,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccne
CCO,"Clear Channel Outdoor Holdings, Inc.",0.7194,335542297.6,,2005.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco
CCOI,"Cogent Communications Holdings, Inc.",89.78,4238486417.0,,,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ccoi
CCR,CONSOL Coal Resources LP,5.1,140927402.4,,2015.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ccr
CCRC,"China Customer Relations Centers, Inc.",5.9291,108678031.4,,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ccrc
CCRN,"Cross Country Healthcare, Inc.",5.94,218946433.9,,2001.0,Technology,Professional Services,https://old.nasdaq.com/symbol/ccrn
CCS,"Century Communities, Inc.",15.04,501019127.7,,2014.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/ccs
CCU,"Compania Cervecerias Unidas, S.A.",14.48,2675200793.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccu
CCX,Churchill Capital Corp II,10.15,875437500.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccx
CCX.U,Churchill Capital Corp II,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/ccx.u
CCX.WS,Churchill Capital Corp II,,0.0,,,,,https://old.nasdaq.com/symbol/ccx.ws
CCXI,"ChemoCentryx, Inc.",51.66,3192208867.0,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ccxi
CCXX,Churchill Capital Corp III,9.8,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccxx
CCXX.U,Churchill Capital Corp III,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/ccxx.u
CCXX.WS,Churchill Capital Corp III,,0.0,,,,,https://old.nasdaq.com/symbol/ccxx.ws
CCZ,Comcast Corporation,53.73,0.0,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/ccz
CDAY,Ceridian HCM Holding Inc.,53.37,7589005056.0,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,44.4263,546443490.0,,,,,https://old.nasdaq.com/symbol/cdc
CDE,"Coeur Mining, Inc.",4.44,1081562706.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde
CDEV,"Centennial Resource Development, Inc.",0.288,79791721.92,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cdev
CDK,"CDK Global, Inc.",35.16,4271653762.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cdk
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,37.2149,195378225.0,,,,,https://old.nasdaq.com/symbol/cdl
CDLX,"Cardlytics, Inc.",44.37,1184877822.0,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/cdlx
CDMO,"Avid Bioservices, Inc.",4.62,260947551.5,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",22.4558,15719060.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop
CDNA,"CareDx, Inc.",23.1,990514740.6,,2014.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cdna
CDNS,"Cadence Design Systems, Inc.",77.84,21860059869.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cdns
CDOR,"Condor Hospitality Trust, Inc.",3.57,42828658.11,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor
CDOR,"Condor Hospitality Trust, Inc.",3.57,42828658.11,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdor
CDR,"Cedar Realty Trust, Inc.",0.745,66567982.02,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",14.0,0.0,,,,,https://old.nasdaq.com/symbol/cdr^b
CDR^C,"Cedar Realty Trust, Inc.",12.64,0.0,,,,,https://old.nasdaq.com/symbol/cdr^c
CDTX,"Cidara Therapeutics, Inc.",2.79,113032826.8,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cdtx
CDW,CDW Corporation,105.6,15022419139.0,,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/cdw
CDXC,ChromaDex Corporation,4.16,248717651.5,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cdxc
CDXS,"Codexis, Inc.",11.0,647904653.0,,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cdxs
CDZI,"Cadiz, Inc.",12.21,424598281.1,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cdzi
CE,Celanese Corporation,76.02,9089424957.0,,2005.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce
CEA,China Eastern Airlines Corporation Ltd.,19.03,6234041202.0,,1997.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea
CECE,CECO Environmental Corp.,4.65,164074538.6,,,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/cece
CEE,"The Central and Eastern Europe Fund, Inc.",18.345,123119880.9,,,,,https://old.nasdaq.com/symbol/cee
CEI,"Camber Energy, Inc.",1.72,8600000.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cei
CEIX,CONSOL Energy Inc.,5.16,134310682.3,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ceix
CEL,"Cellcom Israel, Ltd.",3.51,523573404.1,,2007.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cel
CELC,Celcuity Inc.,5.0,51269940.0,,2017.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/celc
CELG~,Celgene Corporation,0.4489,0.0,,,,,https://old.nasdaq.com/symbol/celg~
CELH,"Celsius Holdings, Inc.",4.39,303960351.4,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/celh
CELP,"Cypress Environmental Partners, L.P. ",4.95,60280614.9,,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp
CEM,ClearBridge MLP and Midstream Fund Inc.,2.57,180966452.3,,2010.0,,,https://old.nasdaq.com/symbol/cem
CEMI,"Chembio Diagnostics, Inc.",14.04,248979982.7,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cemi
CEN,Center Coast Brookfield MLP & Energy Infrastructur,1.04,51041762.72,,2013.0,,,https://old.nasdaq.com/symbol/cen
CENT,Central Garden & Pet Company,32.57,1805474990.0,,1993.0,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,29.91,1658021399.0,,,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/centa
CENX,Century Aluminum Company,4.0,356742644.0,,1996.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/cenx
CEO,CNOOC Limited,108.33,1163230857.0,,2001.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo
CEPU,Central Puerto S.A.,2.38,358230555.2,,2018.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cepu
CEQP,Crestwood Equity Partners LP,6.53,474900558.0,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ceqp
CEQP^,Crestwood Equity Partners LP,4.9,0.0,,,,,https://old.nasdaq.com/symbol/ceqp^
